Model,Cores,Threads,Base Clock (GHz),Boost Clock (GHz),TDP (W),Socket,Platform,Integrated Graphics,L3 Cache (MB),Manufacturer
FX-8370 with Wraith cooler,8.0,8.0,4.0,4.3,125.0,AM3+,Boxed Processor,None,8.0,AMD
FX-8370E,8.0,8.0,3.3,4.3,95.0,AM3+,Boxed Processor,None,8.0,AMD
FX-9370,8.0,8.0,4.4,4.7,220.0,AM3+,Boxed Processor,None,8.0,AMD
FX-9590,8.0,8.0,4.7,5.0,220.0,AM3+,Boxed Processor,None,8.0,AMD
1075T,6.0,6.0,3.5,0.0,95.0,AM3,Boxed Processor,None,6.0,AMD
4226,6.0,6.0,2.7,3.1,95.0,C32,Server,None,8.0,AMD
4228 HE,6.0,6.0,2.8,3.6,65.0,C32,Server,None,8.0,AMD
4230 HE,6.0,6.0,2.9,3.7,65.0,C32,Server,None,8.0,AMD
4234,6.0,6.0,3.1,3.5,95.0,C32,Server,None,8.0,AMD
4238,6.0,6.0,3.3,3.7,95.0,C32,Server,None,8.0,AMD
4240,6.0,6.0,3.4,3.8,95.0,C32,Server,None,8.0,AMD
4310 EE,6.0,6.0,2.2,3.0,35.0,C32,Server,None,8.0,AMD
4332 HE,6.0,6.0,3.0,3.7,65.0,C32,Server,None,8.0,AMD
4334,6.0,6.0,3.1,3.5,95.0,C32,Server,None,8.0,AMD
4340,6.0,6.0,3.5,3.8,95.0,C32,Server,None,8.0,AMD
AMD Ryzen™ 5 1600,6.0,12.0,3.2,3.6,65.0,AM4,Boxed Processor,None,16.0,AMD
AMD Ryzen™ 5 1600 (AF),6.0,12.0,3.2,3.6,65.0,AM4,Boxed Processor,None,16.0,AMD
AMD Ryzen™ 5 1600X,6.0,12.0,3.6,4.0,95.0,AM4,Boxed Processor,None,16.0,AMD
AMD Ryzen™ 5 2600,6.0,12.0,3.4,3.9,65.0,AM4,Boxed Processor,None,16.0,AMD
AMD Ryzen™ 5 2600E,6.0,12.0,3.1,4.0,45.0,AM4,Desktop,None,16.0,AMD
AMD Ryzen™ 5 2600X,6.0,12.0,3.6,4.2,95.0,AM4,Boxed Processor,None,16.0,AMD
AMD Ryzen™ 5 3500 Processor (OEM Only),6.0,6.0,3.6,4.1,65.0,AM4,Desktop,None,16.0,AMD
AMD Ryzen™ 5 3600,6.0,12.0,3.6,4.2,65.0,AM4,Boxed Processor,None,32.0,AMD
AMD Ryzen™ 5 3600X,6.0,12.0,3.8,4.4,95.0,AM4,Boxed Processor,None,32.0,AMD
AMD Ryzen™ 5 3600XT,6.0,12.0,3.8,4.5,95.0,AM4,Boxed Processor,None,32.0,AMD
AMD Ryzen™ 5 4500,6.0,12.0,3.6,4.1,65.0,AM4,Desktop,None,8.0,AMD
AMD Ryzen™ 5 4500U,6.0,6.0,2.3,4.0,15.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 4600G,6.0,12.0,3.7,4.2,65.0,AM4,Desktop,Radeon™  Graphics,8.0,AMD
AMD Ryzen™ 5 4600GE (OEM Only),6.0,12.0,3.3,4.2,35.0,AM4,Desktop,Radeon™  Graphics,8.0,AMD
AMD Ryzen™ 5 4600H,6.0,12.0,3.0,4.0,45.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 4600U,6.0,12.0,2.1,4.0,15.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 4680U Microsoft Surface® Edition,6.0,12.0,2.2,4.0,15.0,FP6,Laptop,Radeon™  Graphics,8.0,AMD
AMD Ryzen™ 5 5500,6.0,12.0,3.6,4.2,65.0,AM4,Desktop,None,16.0,AMD
AMD Ryzen™ 5 5500U,6.0,12.0,2.1,4.0,15.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 5560U,6.0,12.0,2.3,4.0,15.0,FP6,Laptop,AMD Radeon™  Graphics,8.0,AMD
AMD Ryzen™ 5 5600,6.0,12.0,3.5,4.4,65.0,AM4,Desktop,None,32.0,AMD
AMD Ryzen™ 5 5600G,6.0,12.0,3.9,4.4,65.0,AM4,Boxed Processor,Radeon™  Graphics,16.0,AMD
AMD Ryzen™ 5 5600GE,6.0,12.0,3.4,4.4,35.0,AM4,Desktop,Radeon™  Graphics,16.0,AMD
AMD Ryzen™ 5 5600H,6.0,12.0,3.3,4.2,45.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 5600HS,6.0,12.0,3.0,4.2,35.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 5600U,6.0,12.0,2.3,4.2,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 5600X,6.0,12.0,3.7,4.6,65.0,AM4,Boxed Processor,None,32.0,AMD
AMD Ryzen™ 5 5600X3D,6.0,12.0,3.3,4.4,105.0,AM4,Desktop,None,96.0,AMD
AMD Ryzen™ 5 5625C,6.0,12.0,2.3,4.3,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 5625U,6.0,12.0,2.3,4.3,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 6600H,6.0,12.0,3.3,4.5,45.0,FP7,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 6600HS​,6.0,12.0,3.3,4.5,35.0,FP7,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 6600U,6.0,12.0,2.9,4.5,0.0,FP7,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 7530U,6.0,12.0,2.0,4.5,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 7535HS,6.0,12.0,3.3,4.55,35.0,FP7,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 7535U,6.0,12.0,2.9,4.55,28.0,FP7,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 7540U,6.0,12.0,3.2,4.9,28.0,"FP7, FP7r2",Laptop,AMD Radeon™ 740M,16.0,AMD
AMD Ryzen™ 5 7600,6.0,12.0,3.8,5.1,65.0,AM5,Desktop,AMD Radeon™ Graphics,32.0,AMD
AMD Ryzen™ 5 7600X,6.0,12.0,4.7,5.3,105.0,AM5,Desktop,AMD Radeon™ Graphics,32.0,AMD
AMD Ryzen™ 5 7640HS,6.0,12.0,4.3,5.0,35.0,"FP7, FP7r2, FP8",Laptop,AMD Radeon™ 760M,16.0,AMD
AMD Ryzen™ 5 7640U,6.0,12.0,3.5,4.9,28.0,"FP7, FP7r2, FP8",Laptop,AMD Radeon™ 760M,16.0,AMD
AMD Ryzen™ 5 7645HX,6.0,12.0,4.0,5.0,55.0,FL1,Laptop,AMD Radeon™ 610M,32.0,AMD
AMD Ryzen™ 5 PRO 1600,6.0,12.0,3.2,3.6,65.0,AM4,Desktop,None,16.0,AMD
AMD Ryzen™ 5 PRO 2600,6.0,12.0,3.4,3.9,65.0,AM4,Desktop,None,16.0,AMD
AMD Ryzen™ 5 PRO 3600,6.0,12.0,3.6,4.2,65.0,AM4,Desktop,None,32.0,AMD
AMD Ryzen™ 5 PRO 4650G,6.0,12.0,3.7,4.2,65.0,AM4,Desktop,Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 PRO 4650GE,6.0,12.0,3.3,4.2,35.0,AM4,Desktop,Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 PRO 4650U,6.0,12.0,2.1,4.0,15.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 PRO 4655G,6.0,12.0,3.7,4.2,65.0,AM4,Desktop,Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 PRO 4655GE,6.0,12.0,3.3,4.2,35.0,AM4,Desktop,Radeon™ Graphics,8.0,AMD
AMD Ryzen™ 5 PRO 5645,6.0,12.0,3.7,4.6,65.0,AM4,Desktop,None,32.0,AMD
AMD Ryzen™ 5 PRO 5650G,6.0,12.0,3.9,4.4,65.0,AM4,Desktop,Radeon™  Graphics,16.0,AMD
AMD Ryzen™ 5 PRO 5650GE,6.0,12.0,3.4,4.4,35.0,AM4,Desktop,Radeon™  Graphics,16.0,AMD
AMD Ryzen™ 5 PRO 5650U,6.0,12.0,2.3,4.2,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 PRO 5675U,6.0,12.0,2.3,4.3,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 PRO 6650H,6.0,12.0,3.3,4.5,45.0,N/A,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 PRO 6650HS,6.0,12.0,3.3,4.5,35.0,N/A,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 PRO 6650U,6.0,12.0,2.9,4.5,0.0,N/A,Laptop,AMD Radeon™ 660M,16.0,AMD
AMD Ryzen™ 5 PRO 7530U,6.0,12.0,2.0,4.5,15.0,FP6,Laptop,AMD Radeon™ Graphics,16.0,AMD
AMD Ryzen™ 5 PRO 7540U,6.0,12.0,3.2,4.9,28.0,"FP7, FP7r2","Laptop, Mobile Workstation",AMD Radeon™ 740M,16.0,AMD
AMD Ryzen™ 5 PRO 7640HS,6.0,12.0,4.3,5.0,45.0,"FP7, FP7r2","Laptop, Mobile Workstation",AMD Radeon™ 760M,16.0,AMD
AMD Ryzen™ 5 PRO 7640U,6.0,12.0,3.5,4.9,28.0,"FP7, FP7r2","Laptop, Mobile Workstation",AMD Radeon™ 760M,16.0,AMD
AMD Ryzen™ 5 PRO 7645,6.0,12.0,3.8,5.1,65.0,AM5,Desktop,AMD Radeon™ Graphics,32.0,AMD
AMD Ryzen™ Z1,6.0,12.0,3.2,4.9,0.0,N/A,Handheld,None,16.0,AMD
FX 6100,6.0,6.0,3.3,3.9,95.0,AM3+,Boxed Processor,None,8.0,AMD
FX-6200,6.0,6.0,3.8,4.1,125.0,AM3+,Boxed Processor,None,8.0,AMD
FX-6300,6.0,6.0,3.5,3.8,95.0,AM3+,Boxed Processor,None,8.0,AMD
FX-6350,6.0,6.0,3.9,4.2,125.0,AM3+,Boxed Processor,None,8.0,AMD
FX-6350 with Wraith cooler,6.0,6.0,3.9,4.2,125.0,AM3+,Boxed Processor,None,8.0,AMD
3260 HE,4.0,4.0,2.7,3.7,45.0,AM3+,Server,None,4.0,AMD
3320 EE,4.0,4.0,1.9,2.5,25.0,AM3+,Server,None,8.0,AMD
3350 HE,4.0,4.0,2.8,3.8,45.0,AM3+,Server,None,8.0,AMD
6204,4.0,4.0,3.3,0.0,115.0,G34,Server,None,16.0,AMD
620e,4.0,4.0,2.7,0.0,45.0,AM3,Boxed Processor,None,0.0,AMD
6308,4.0,4.0,3.5,0.0,115.0,G34,Server,None,16.0,AMD
631,4.0,4.0,2.6,0.0,100.0,FM1 uPGA,Boxed Processor,None,0.0,AMD
631,4.0,4.0,2.6,0.0,65.0,FM1 uPGA,Boxed Processor,None,0.0,AMD
638,4.0,4.0,2.7,0.0,65.0,FM1 uPGA,Boxed Processor,None,0.0,AMD
641,4.0,4.0,2.8,0.0,100.0,FM1 uPGA,Boxed Processor,None,0.0,AMD
6th Gen A10-8700P APU,4.0,4.0,1.8,3.2,15.0,FP4,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
6th Gen A8-8600P APU,4.0,4.0,1.6,3.0,15.0,FP4,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
6th Gen AMD PRO A10-8700B APU,4.0,4.0,1.8,3.2,15.0,FP4,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
6th Gen AMD PRO A10-8730B APU,4.0,0.0,2.4,3.3,0.0,FP4,Laptop,R5,0.0,AMD
6th Gen AMD PRO A10-8750B APU,4.0,4.0,3.6,4.0,65.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
6th Gen AMD PRO A10-8770 APU,4.0,0.0,3.5,3.8,65.0,AM4,Desktop,R7,0.0,AMD
6th Gen AMD PRO A10-8770E APU,4.0,0.0,2.8,3.5,35.0,AM4,Desktop,R7,0.0,AMD
6th Gen AMD PRO A10-8850B APU,4.0,4.0,3.9,4.1,95.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
6th Gen AMD PRO A12-8800B APU,4.0,4.0,2.1,3.4,15.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
6th Gen AMD PRO A12-8830B APU,4.0,0.0,2.5,3.4,0.0,FP4,Laptop,R7,0.0,AMD
6th Gen AMD PRO A12-8870 APU,4.0,0.0,3.7,4.2,65.0,AM4,Desktop,R7,0.0,AMD
6th Gen AMD PRO A12-8870E APU,4.0,0.0,2.9,3.8,35.0,AM4,Desktop,R7,0.0,AMD
6th Gen AMD PRO A8-8600B APU,4.0,4.0,1.6,3.0,15.0,FP4,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
6th Gen AMD PRO A8-8650B APU,4.0,4.0,3.2,3.9,65.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
6th Gen FX-8800P APU,4.0,4.0,2.1,3.4,15.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
740,4.0,4.0,3.2,3.7,65.0,FM2,Boxed Processor,None,0.0,AMD
750,4.0,0.0,3.4,4.0,65.0,FM2,Boxed Processor,None,0.0,AMD
750K,4.0,4.0,3.4,4.0,100.0,FM2,Boxed Processor,None,0.0,AMD
760K,4.0,4.0,3.8,4.1,100.0,FM2,Boxed Processor,None,0.0,AMD
7th Gen A10-9600P APU,4.0,0.0,2.4,3.3,15.0,FP4,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen A10-9630P APU,4.0,0.0,2.6,3.3,35.0,FP4,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen A10-9700 APU,4.0,0.0,3.5,3.8,65.0,AM4,Boxed Processor,Radeon™ R7 Series,0.0,AMD
7th Gen A10-9700E APU,4.0,0.0,3.0,3.5,35.0,AM4,Boxed Processor,Radeon™ R7 Series,0.0,AMD
7th Gen A12-9700P APU,4.0,0.0,2.5,3.4,15.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
7th Gen A12-9730P APU,4.0,0.0,2.8,3.5,35.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
7th Gen A12-9800 APU,4.0,0.0,3.8,4.2,65.0,AM4,Boxed Processor,Radeon™ R7 Series,0.0,AMD
7th Gen A12-9800E APU,4.0,0.0,3.1,3.8,35.0,AM4,Boxed Processor,Radeon™ R7 Series,0.0,AMD
7th Gen A8-9600 APU,4.0,0.0,3.1,3.4,65.0,AM4,Boxed Processor,Radeon™ R7 Series,0.0,AMD
7th Gen AMD Athlon™ X4 940,4.0,4.0,3.2,3.6,0.0,AM4,Boxed Processor,None,0.0,AMD
7th Gen AMD Athlon™ X4 950,4.0,4.0,3.5,3.8,0.0,AM4,Boxed Processor,None,0.0,AMD
7th Gen AMD Athlon™ X4 970,4.0,4.0,3.8,4.0,65.0,AM4,Boxed Processor,None,0.0,AMD
7th Gen AMD PRO A10-9700 APU,4.0,0.0,3.5,3.8,65.0,AM4,Desktop,R7,0.0,AMD
7th Gen AMD PRO A10-9700B APU,4.0,0.0,2.5,3.4,15.0,FP4,Laptop,R7,0.0,AMD
7th Gen AMD PRO A10-9700E APU,4.0,0.0,3.0,3.5,35.0,AM4,Desktop,R7,0.0,AMD
7th Gen AMD PRO A10-9730B APU,4.0,0.0,2.8,3.5,35.0,FP4,Laptop,R7,0.0,AMD
7th Gen AMD PRO A12-9800 APU,4.0,0.0,3.8,4.2,65.0,AM4,Desktop,R7,0.0,AMD
7th Gen AMD PRO A12-9800B APU,4.0,0.0,2.7,3.6,15.0,FP4,Laptop,R7,0.0,AMD
7th Gen AMD PRO A12-9800E APU,4.0,0.0,3.1,3.8,35.0,AM4,Desktop,R7,0.0,AMD
7th Gen AMD PRO A12-9830B APU,4.0,0.0,3.0,3.7,35.0,FP4,Laptop,R7,0.0,AMD
7th Gen AMD PRO A8-9600 APU,4.0,0.0,3.1,3.4,65.0,AM4,Desktop,R7,0.0,AMD
7th Gen AMD PRO A8-9600B APU,4.0,0.0,2.4,3.3,15.0,FP4,Laptop,R5,0.0,AMD
7th Gen AMD PRO A8-9630B,4.0,0.0,2.6,3.3,35.0,FP4,Laptop,R5,0.0,AMD
7th Gen FX™ 9800P APU,4.0,0.0,2.7,3.6,15.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
7th Gen FX™ 9830P APU,4.0,0.0,3.0,3.7,35.0,FP4,Laptop,AMD Radeon™ R7 Graphics,0.0,AMD
840,4.0,4.0,3.2,0.0,95.0,AM3,Boxed Processor,None,0.0,AMD
845 with Near Silent Thermal Solution,4.0,4.0,3.5,3.8,0.0,FM2+,Boxed Processor,None,0.0,AMD
850,4.0,4.0,3.3,0.0,95.0,AM3,Boxed Processor,None,0.0,AMD
860K,4.0,4.0,3.7,4.0,95.0,FM2+,Desktop,None,0.0,AMD
860K with Near Silent Thermal Solution,4.0,4.0,3.7,4.0,95.0,FM2+,Boxed Processor,None,0.0,AMD
870K with Near Silent Thermal Solution,4.0,4.0,3.9,4.1,95.0,FM2+,Boxed Processor,None,0.0,AMD
880K with Near Silent Thermal Solution,4.0,0.0,4.0,4.2,95.0,FM2+,Boxed Processor,None,0.0,AMD
960T,4.0,4.0,3.0,3.4,95.0,AM3,Boxed Processor,None,0.0,AMD
965,4.0,4.0,3.4,0.0,80.0,AM3,Boxed Processor,None,0.0,AMD
975,4.0,4.0,3.6,0.0,125.0,AM3,Boxed Processor,None,6.0,AMD
980,4.0,4.0,3.7,0.0,125.0,AM3,Boxed Processor,None,6.0,AMD
A10 Micro-6700T with Radeon™ R6 Graphics,4.0,4.0,2.2,0.0,4.5,FT3b,"Laptop, Tablet",AMD Radeon™ R6 Graphics,0.0,AMD
A10 PRO-7350B with Radeon™ R6 Graphics,4.0,4.0,2.1,3.3,19.0,FP3,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
A10 PRO-7800B with Radeon™ R7 Graphics,4.0,4.0,3.5,3.9,65.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
A10 PRO-7850B with Radeon™ R7 Graphics,4.0,4.0,3.7,4.0,95.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
A10-6700 with Radeon™ HD 8670D,4.0,4.0,3.7,4.3,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8670D,0.0,AMD
A10-6700T with Radeon™ HD 8650D,4.0,4.0,2.5,3.5,45.0,FM2,Boxed Processor,AMD Radeon™ HD 8650D,0.0,AMD
A10-6790B with Radeon™ HD 8670D,4.0,4.0,4.0,4.3,45.0,FM2,Desktop,AMD Radeon™ HD 8670D,0.0,AMD
A10-6790K with Radeon™ HD 8670D,4.0,4.0,4.0,4.3,100.0,FM2,Boxed Processor,AMD Radeon™ HD 8670D,0.0,AMD
A10-6800B with Radeon™ HD 8670D,4.0,4.0,4.1,4.4,45.0,FM2,Desktop,AMD Radeon™ HD 8670D,0.0,AMD
A10-6800K with Radeon™ HD 8670D,4.0,4.0,4.1,4.4,100.0,FM2,Boxed Processor,AMD Radeon™ HD 8670D,0.0,AMD
A10-7300 with Radeon™ R6 Graphics,4.0,4.0,1.9,3.2,20.0,FP3,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
A10-7400P with Radeon™ R6 Graphics,4.0,4.0,2.5,3.4,35.0,FP3,Laptop,AMD Radeon™ R6 Graphics,0.0,AMD
A10-7700K with Radeon™ R7 Series,4.0,4.0,3.4,3.8,0.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7800 with Radeon™ R7 Series,4.0,4.0,3.5,3.9,0.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7850K with Radeon™ R7 Series,4.0,4.0,3.7,4.0,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7860K with Radeon™ R7 Graphics and Near Silent Thermal Solution,4.0,4.0,3.6,4.0,65.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7860K with Radeon™ R7 Series,4.0,4.0,3.6,4.0,65.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7870K with Radeon™ R7 Graphics and Near Silent Thermal Solution,4.0,0.0,3.9,4.1,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7870K with Radeon™ R7 Series,4.0,4.0,3.9,4.1,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-7890K with Radeon™ R7 Graphics and Wraith cooler,4.0,0.0,4.1,4.3,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A10-8700P with Radeon™ R6 Graphics,4.0,4.0,1.8,3.2,0.0,FP4,All-in-One,AMD Radeon™ R6 Graphics,0.0,AMD
A4 Micro-6400T with Radeon™ R3 Graphics,4.0,4.0,1.6,0.0,4.5,FT3b,"Laptop, Tablet",AMD Radeon™ R3 Graphics,0.0,AMD
A4 PRO-3340B with Radeon™ HD 8240 Graphics,4.0,4.0,2.2,0.0,25.0,FT3,Laptop,AMD Radeon™ HD 8240 Graphics,0.0,AMD
A4 PRO-3350B with Radeon™ R4 Graphics,4.0,4.0,2.0,2.4,15.0,FT3b,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A4-5000 with Radeon™ HD 8330,4.0,4.0,1.5,0.0,15.0,FT3,Desktop,AMD Radeon™ HD 8330,0.0,AMD
A4-5000 with Radeon™ HD 8330,4.0,4.0,1.5,0.0,15.0,FT3,"Laptop, Tablet",AMD Radeon™ HD 8330,0.0,AMD
A4-5100 with Radeon™ HD 8330,4.0,4.0,1.55,0.0,15.0,FT3,Desktop,AMD Radeon™ HD 8330,0.0,AMD
A4-5100 with Radeon™ HD 8330,4.0,4.0,1.55,0.0,15.0,FT3,"Laptop, Tablet",AMD Radeon™ HD 8330,0.0,AMD
A4-6210 with Radeon™ R3 Graphics,4.0,4.0,1.8,0.0,15.0,FT3b,Laptop,AMD Radeon™ R3 Graphics,0.0,AMD
A4-7210 with Radeon™ R3 Graphics,4.0,4.0,1.8,2.2,65.0,FT3b,Laptop,AMD Radeon™ R3 Graphics,0.0,AMD
A4-7210 with Radeon™ R3 Graphics,4.0,4.0,1.8,2.2,65.0,FP4,All-in-One,AMD Radeon™ R3 Graphics,0.0,AMD
A6-5200 with Radeon™ HD 8400,4.0,4.0,2.0,0.0,25.0,FT3,Desktop,AMD Radeon™ HD 8400,0.0,AMD
A6-5200M with Radeon™ HD 8400,4.0,4.0,2.0,0.0,25.0,FT3,Laptop,AMD Radeon™ HD 8400,0.0,AMD
A6-6310 with Radeon™ R4 Graphics,4.0,4.0,1.8,2.4,15.0,FT3b,Desktop,AMD Radeon™ R4 Series,0.0,AMD
A6-6310 with Radeon™ R4 Graphics,4.0,4.0,2.4,0.0,15.0,FT3b,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A6-7310 with Radeon™ R4 Graphics,4.0,4.0,2.0,2.4,15.0,FT3b,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A6-7310 with Radeon™ R4 Graphics,4.0,4.0,2.0,2.4,15.0,FP4,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A6-7310 with Radeon™ R4 Graphics,4.0,4.0,2.0,2.4,0.0,FP4,All-in-One,AMD Radeon™ R4 Graphics,0.0,AMD
A8 PRO-7150B with Radeon™ R5 Graphics,4.0,4.0,1.9,3.2,100.0,FP3,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A8 PRO-7600B with Radeon™ R7 Graphics,4.0,4.0,3.1,3.8,65.0,FM2+,Desktop,AMD Radeon™ R7 Graphics,0.0,AMD
A8-6410 with Radeon™ R5 Graphics,4.0,4.0,2.0,2.4,15.0,FT3b,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A8-6410 with Radeon™ R5 Graphics,4.0,4.0,2.2,2.5,0.0,FT3b,All-in-One,AMD Radeon™ R5 Graphics,0.0,AMD
A8-6500 with Radeon™ HD 8570D,4.0,4.0,3.5,4.1,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8570D,0.0,AMD
A8-6500B with Radeon™ HD 8570D,4.0,4.0,3.5,4.1,65.0,FM2,Desktop,AMD Radeon™ HD 8570D,0.0,AMD
A8-6500T with Radeon™ HD 8550D,4.0,4.0,2.1,3.1,45.0,FM2,Boxed Processor,AMD Radeon™ HD 8550D,0.0,AMD
A8-6600K with Radeon™ HD 8570D,4.0,4.0,3.9,4.2,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8570D,0.0,AMD
A8-7100 with Radeon™ R5 Graphics,4.0,4.0,1.8,3.0,20.0,FP3,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A8-7200P with Radeon™ R5 Graphics,4.0,4.0,2.4,3.3,100.0,FP3,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A8-7410 with Radeon™ R5 Graphics,4.0,4.0,2.2,2.5,15.0,FP4,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A8-7600 with Radeon™ R7 Series,4.0,4.0,3.1,3.8,65.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution,4.0,4.0,3.3,3.8,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A8-7650K with Radeon™ R7 Series,4.0,4.0,3.3,3.8,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution,4.0,4.0,3.6,3.9,95.0,FM2+,Boxed Processor,AMD Radeon™ R7 Graphics,0.0,AMD
A8-8600P with Radeon™ R6 Graphics,4.0,4.0,1.6,3.0,0.0,FP4,All-in-One,AMD Radeon™ R6 Graphics,0.0,AMD
AMD Athlon™ Gold 3150G (OEM Only),4.0,4.0,3.5,3.9,65.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Athlon™ Gold 3150GE (OEM Only),4.0,4.0,3.3,3.8,35.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Athlon™ Gold PRO 3150G,4.0,4.0,3.5,3.9,65.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Athlon™ Gold PRO 3150GE,4.0,4.0,3.3,3.8,35.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Opteron™ X2150 APU,4.0,4.0,1.9,0.0,22.0,FT3,Server,AMD Radeon™ HD 8400,0.0,AMD
AMD Opteron™ X2170,4.0,4.0,2.4,0.0,25.0,FT3,Server,None,0.0,AMD
AMD Ryzen™ 3 1200,4.0,4.0,3.1,3.4,65.0,AM4,Boxed Processor,None,8.0,AMD
AMD Ryzen™ 3 1300X,4.0,4.0,3.5,3.7,65.0,AM4,Boxed Processor,None,8.0,AMD
AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics,4.0,4.0,3.5,3.7,65.0,AM4,Boxed Processor,Radeon™ Vega 8 Graphics,4.0,AMD
AMD Ryzen™ 3 2200GE with Radeon™ Vega 8 Graphics,4.0,4.0,3.2,3.6,35.0,AM4,Desktop,Radeon™ Vega 8 Graphics,4.0,AMD
AMD Ryzen™ 3 2300U,4.0,4.0,2.0,3.4,15.0,FP5,Laptop,Radeon™ Vega 6 Graphics,4.0,AMD
